song,artist,uri,features_danceability,features_energy,features_key,features_loudness,features_mode,features_speechiness,features_acousticness,features_instrumentalness,features_liveness,features_valence,features_tempo,features_type,features_id,features_uri,features_track_href,features_analysis_url,features_duration_ms,features_time_signature
Tokyo Narita,Ateyaba,spotify:track:7lHIQiaDQAdq4OLdQMf7RK,0.605,0.843,7,-4.808,1,0.0713,0.0126,1.37e-05,0.201,0.581,166.068,audio_features,7lHIQiaDQAdq4OLdQMf7RK,spotify:track:7lHIQiaDQAdq4OLdQMf7RK,https://api.spotify.com/v1/tracks/7lHIQiaDQAdq4OLdQMf7RK,https://api.spotify.com/v1/audio-analysis/7lHIQiaDQAdq4OLdQMf7RK,262128,4
Jeune prince - Bonus Track,Ateyaba,spotify:track:02WTUv2MXi8tLXSHFpYi6X,0.67,0.673,6,-5.347,1,0.273,0.0929,0,0.127,0.391,79.955,audio_features,02WTUv2MXi8tLXSHFpYi6X,spotify:track:02WTUv2MXi8tLXSHFpYi6X,https://api.spotify.com/v1/tracks/02WTUv2MXi8tLXSHFpYi6X,https://api.spotify.com/v1/audio-analysis/02WTUv2MXi8tLXSHFpYi6X,216033,4
Triumph,Ateyaba,spotify:track:00qL9ZitV7s3prIg4woDEv,0.488,0.841,7,-5.774,1,0.39,0.13,0,0.494,0.755,77.291,audio_features,00qL9ZitV7s3prIg4woDEv,spotify:track:00qL9ZitV7s3prIg4woDEv,https://api.spotify.com/v1/tracks/00qL9ZitV7s3prIg4woDEv,https://api.spotify.com/v1/audio-analysis/00qL9ZitV7s3prIg4woDEv,213646,4
Journée,Ateyaba,spotify:track:0Bb2Drwyfry60a7Ludp2JQ,0.617,0.829,0,-5.518,1,0.0428,0.0416,0.0168,0.196,0.484,142.158,audio_features,0Bb2Drwyfry60a7Ludp2JQ,spotify:track:0Bb2Drwyfry60a7Ludp2JQ,https://api.spotify.com/v1/tracks/0Bb2Drwyfry60a7Ludp2JQ,https://api.spotify.com/v1/audio-analysis/0Bb2Drwyfry60a7Ludp2JQ,174705,4
Fin de journée,Ateyaba,spotify:track:1cZvreQfsRSNoWVKYC1vcR,0.675,0.763,5,-6.047,1,0.063,0.0171,6.89e-06,0.0932,0.609,93.001,audio_features,1cZvreQfsRSNoWVKYC1vcR,spotify:track:1cZvreQfsRSNoWVKYC1vcR,https://api.spotify.com/v1/tracks/1cZvreQfsRSNoWVKYC1vcR,https://api.spotify.com/v1/audio-analysis/1cZvreQfsRSNoWVKYC1vcR,217623,4
BBG (Bonus Track),Ateyaba,spotify:track:7sn6y44zZrGIKzxuUfLHDv,0.687,0.648,8,-7.036,0,0.224,0.674,9.85e-06,0.189,0.762,146.032,audio_features,7sn6y44zZrGIKzxuUfLHDv,spotify:track:7sn6y44zZrGIKzxuUfLHDv,https://api.spotify.com/v1/tracks/7sn6y44zZrGIKzxuUfLHDv,https://api.spotify.com/v1/audio-analysis/7sn6y44zZrGIKzxuUfLHDv,261125,4
Sad Season,Gavin Haley,spotify:track:3P5R3CUt0lRxKl76KaqffX,0.64,0.697,0,-7.771,1,0.333,0.762,0,0.11,0.353,139.861,audio_features,3P5R3CUt0lRxKl76KaqffX,spotify:track:3P5R3CUt0lRxKl76KaqffX,https://api.spotify.com/v1/tracks/3P5R3CUt0lRxKl76KaqffX,https://api.spotify.com/v1/audio-analysis/3P5R3CUt0lRxKl76KaqffX,205665,4
bad girl,bbno$,spotify:track:0XoDcV08iB5T3XFbXfAghf,0.716,0.558,8,-9.013,1,0.392,0.14,1.2e-05,0.0712,0.661,169.741,audio_features,0XoDcV08iB5T3XFbXfAghf,spotify:track:0XoDcV08iB5T3XFbXfAghf,https://api.spotify.com/v1/tracks/0XoDcV08iB5T3XFbXfAghf,https://api.spotify.com/v1/audio-analysis/0XoDcV08iB5T3XFbXfAghf,141176,4
No Option,Post Malone,spotify:track:6lKpSNsl2KJqoRtlBbKI7Y,0.575,0.734,2,-4.949,1,0.057,0.0757,0,0.241,0.494,83.986,audio_features,6lKpSNsl2KJqoRtlBbKI7Y,spotify:track:6lKpSNsl2KJqoRtlBbKI7Y,https://api.spotify.com/v1/tracks/6lKpSNsl2KJqoRtlBbKI7Y,https://api.spotify.com/v1/audio-analysis/6lKpSNsl2KJqoRtlBbKI7Y,179827,4
White Iverson,Post Malone,spotify:track:5kaOnQI5luApBdnahM3V2N,0.675,0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130.098,audio_features,5kaOnQI5luApBdnahM3V2N,spotify:track:5kaOnQI5luApBdnahM3V2N,https://api.spotify.com/v1/tracks/5kaOnQI5luApBdnahM3V2N,https://api.spotify.com/v1/audio-analysis/5kaOnQI5luApBdnahM3V2N,256533,4
Candy Paint,Post Malone,spotify:track:32lItqlMi4LBhb4k0BaSaC,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,audio_features,32lItqlMi4LBhb4k0BaSaC,spotify:track:32lItqlMi4LBhb4k0BaSaC,https://api.spotify.com/v1/tracks/32lItqlMi4LBhb4k0BaSaC,https://api.spotify.com/v1/audio-analysis/32lItqlMi4LBhb4k0BaSaC,227533,4
Black Beatles,Rae Sremmurd,spotify:track:6fujklziTHa8uoM5OQSfIo,0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,audio_features,6fujklziTHa8uoM5OQSfIo,spotify:track:6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/audio-analysis/6fujklziTHa8uoM5OQSfIo,291893,4
This Could Be Us,Rae Sremmurd,spotify:track:4jTiyLlOJVJj3mCr7yfPQD,0.732,0.69,0,-4.992,0,0.134,0.291,0,0.116,0.758,143.072,audio_features,4jTiyLlOJVJj3mCr7yfPQD,spotify:track:4jTiyLlOJVJj3mCr7yfPQD,https://api.spotify.com/v1/tracks/4jTiyLlOJVJj3mCr7yfPQD,https://api.spotify.com/v1/audio-analysis/4jTiyLlOJVJj3mCr7yfPQD,206307,4
No Type,Rae Sremmurd,spotify:track:4scpF6J5uMBvoh6sFB7EL1,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,audio_features,4scpF6J5uMBvoh6sFB7EL1,spotify:track:4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/tracks/4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/audio-analysis/4scpF6J5uMBvoh6sFB7EL1,200080,4
Rewind,PnB Rock,spotify:track:2aTUOXJgXvlQzK2KCcgYQt,0.607,0.4,7,-8.472,1,0.0302,0.734,0,0.114,0.551,114.132,audio_features,2aTUOXJgXvlQzK2KCcgYQt,spotify:track:2aTUOXJgXvlQzK2KCcgYQt,https://api.spotify.com/v1/tracks/2aTUOXJgXvlQzK2KCcgYQt,https://api.spotify.com/v1/audio-analysis/2aTUOXJgXvlQzK2KCcgYQt,241829,4
U Said,Lil Peep,spotify:track:3F42FHouOY59SnSsyD2TAX,0.265,0.827,7,-4.661,1,0.104,0.0434,0,0.117,0.131,82.021,audio_features,3F42FHouOY59SnSsyD2TAX,spotify:track:3F42FHouOY59SnSsyD2TAX,https://api.spotify.com/v1/tracks/3F42FHouOY59SnSsyD2TAX,https://api.spotify.com/v1/audio-analysis/3F42FHouOY59SnSsyD2TAX,224053,4
The One - Stwo Remix,JMSN,spotify:track:2JdcRdAa4YlnAA80JpFFRg,0.554,0.524,8,-6.25,1,0.0291,0.0821,0.196,0.13,0.0982,139.98,audio_features,2JdcRdAa4YlnAA80JpFFRg,spotify:track:2JdcRdAa4YlnAA80JpFFRg,https://api.spotify.com/v1/tracks/2JdcRdAa4YlnAA80JpFFRg,https://api.spotify.com/v1/audio-analysis/2JdcRdAa4YlnAA80JpFFRg,272571,4
Something Just Like This,The Chainsmokers,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,audio_features,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160,4
Closer,The Chainsmokers,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4
Hold You Back,Emotional Oranges,spotify:track:077vXHd5B0Zbdiui4ajQme,0.75,0.555,6,-8.561,1,0.0446,0.0935,0.0173,0.128,0.521,98.001,audio_features,077vXHd5B0Zbdiui4ajQme,spotify:track:077vXHd5B0Zbdiui4ajQme,https://api.spotify.com/v1/tracks/077vXHd5B0Zbdiui4ajQme,https://api.spotify.com/v1/audio-analysis/077vXHd5B0Zbdiui4ajQme,182533,4
Right Back,Khalid,spotify:track:5A1w94uzc1kO1Zhe8WWxC3,0.788,0.427,5,-9.918,0,0.308,0.0659,3.63e-05,0.171,0.603,97.03,audio_features,5A1w94uzc1kO1Zhe8WWxC3,spotify:track:5A1w94uzc1kO1Zhe8WWxC3,https://api.spotify.com/v1/tracks/5A1w94uzc1kO1Zhe8WWxC3,https://api.spotify.com/v1/audio-analysis/5A1w94uzc1kO1Zhe8WWxC3,215227,4
Autre monde,PNL,spotify:track:2aG2nLUd8NNI7vFuOLBCe0,0.501,0.452,8,-7.867,1,0.0893,0.836,2.11e-05,0.132,0.119,134.778,audio_features,2aG2nLUd8NNI7vFuOLBCe0,spotify:track:2aG2nLUd8NNI7vFuOLBCe0,https://api.spotify.com/v1/tracks/2aG2nLUd8NNI7vFuOLBCe0,https://api.spotify.com/v1/audio-analysis/2aG2nLUd8NNI7vFuOLBCe0,281670,3
Zoulou tchaing,PNL,spotify:track:1gRMO4h3NGb1ZJA7TNdMPj,0.656,0.381,0,-8.757,0,0.0802,0.653,0,0.116,0.166,84.907,audio_features,1gRMO4h3NGb1ZJA7TNdMPj,spotify:track:1gRMO4h3NGb1ZJA7TNdMPj,https://api.spotify.com/v1/tracks/1gRMO4h3NGb1ZJA7TNdMPj,https://api.spotify.com/v1/audio-analysis/1gRMO4h3NGb1ZJA7TNdMPj,325556,4
Celsius,PNL,spotify:track:5Bj9llJ7xr70Ny2nWiSM6G,0.808,0.709,8,-7.298,0,0.0426,0.201,0.00376,0.0947,0.395,114.978,audio_features,5Bj9llJ7xr70Ny2nWiSM6G,spotify:track:5Bj9llJ7xr70Ny2nWiSM6G,https://api.spotify.com/v1/tracks/5Bj9llJ7xr70Ny2nWiSM6G,https://api.spotify.com/v1/audio-analysis/5Bj9llJ7xr70Ny2nWiSM6G,242466,4
Don't Pretend,Khalid,spotify:track:78P2cNBhbdjXWIRYuEXkV6,0.697,0.551,11,-8.833,1,0.0815,0.258,0.00551,0.124,0.219,89.0,audio_features,78P2cNBhbdjXWIRYuEXkV6,spotify:track:78P2cNBhbdjXWIRYuEXkV6,https://api.spotify.com/v1/tracks/78P2cNBhbdjXWIRYuEXkV6,https://api.spotify.com/v1/audio-analysis/78P2cNBhbdjXWIRYuEXkV6,165840,4
Chang,PNL,spotify:track:5n9NAd0Y5OUeOGU0nVtLua,0.745,0.456,8,-9.482,1,0.0874,0.44,0,0.072,0.124,94.032,audio_features,5n9NAd0Y5OUeOGU0nVtLua,spotify:track:5n9NAd0Y5OUeOGU0nVtLua,https://api.spotify.com/v1/tracks/5n9NAd0Y5OUeOGU0nVtLua,https://api.spotify.com/v1/audio-analysis/5n9NAd0Y5OUeOGU0nVtLua,314367,4
J'voulais,Maes,spotify:track:1JmVHDcU1ipRKFj4HeHyPn,0.665,0.554,11,-10.563,0,0.0933,0.545,0,0.0955,0.392,156.109,audio_features,1JmVHDcU1ipRKFj4HeHyPn,spotify:track:1JmVHDcU1ipRKFj4HeHyPn,https://api.spotify.com/v1/tracks/1JmVHDcU1ipRKFj4HeHyPn,https://api.spotify.com/v1/audio-analysis/1JmVHDcU1ipRKFj4HeHyPn,213773,3
Honestly,Zithrow,spotify:track:7aWZYtAKYZupoxK6IGzIsF,0.74,0.305,2,-14.514,0,0.0807,0.267,5.82e-05,0.113,0.281,156.093,audio_features,7aWZYtAKYZupoxK6IGzIsF,spotify:track:7aWZYtAKYZupoxK6IGzIsF,https://api.spotify.com/v1/tracks/7aWZYtAKYZupoxK6IGzIsF,https://api.spotify.com/v1/audio-analysis/7aWZYtAKYZupoxK6IGzIsF,162560,4
Outta My Head (with John Mayer),Khalid,spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,audio_features,09oZ9eXQ2fo6YDrPzJqAoP,spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,https://api.spotify.com/v1/tracks/09oZ9eXQ2fo6YDrPzJqAoP,https://api.spotify.com/v1/audio-analysis/09oZ9eXQ2fo6YDrPzJqAoP,177067,4
Fireflies,Owl City,spotify:track:3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,audio_features,3DamFFqW32WihKkTVlwTYQ,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,228347,4
Nowhere To Run,Ryan Trey,spotify:track:72XxzjvIBR0TKljL0ETcGQ,0.721,0.645,4,-5.577,0,0.158,0.0878,0.00228,0.073,0.718,183.372,audio_features,72XxzjvIBR0TKljL0ETcGQ,spotify:track:72XxzjvIBR0TKljL0ETcGQ,https://api.spotify.com/v1/tracks/72XxzjvIBR0TKljL0ETcGQ,https://api.spotify.com/v1/audio-analysis/72XxzjvIBR0TKljL0ETcGQ,221358,4
Belong to You (feat. 6LACK),Sabrina Claudio,spotify:track:2I88NEWpKrAPZuapXNV5G6,0.605,0.553,10,-10.845,0,0.101,0.274,0.0152,0.184,0.62,152.076,audio_features,2I88NEWpKrAPZuapXNV5G6,spotify:track:2I88NEWpKrAPZuapXNV5G6,https://api.spotify.com/v1/tracks/2I88NEWpKrAPZuapXNV5G6,https://api.spotify.com/v1/audio-analysis/2I88NEWpKrAPZuapXNV5G6,185617,4
Old Town Road,Lil Nas X,spotify:track:53CJANUxooaqGOtdsBTh7O,0.908,0.517,1,-6.063,1,0.129,0.0361,1.73e-06,0.0949,0.471,136.019,audio_features,53CJANUxooaqGOtdsBTh7O,spotify:track:53CJANUxooaqGOtdsBTh7O,https://api.spotify.com/v1/tracks/53CJANUxooaqGOtdsBTh7O,https://api.spotify.com/v1/audio-analysis/53CJANUxooaqGOtdsBTh7O,113013,4
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,audio_features,6u7jPi22kF8CTQ3rb9DHE7,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,https://api.spotify.com/v1/tracks/6u7jPi22kF8CTQ3rb9DHE7,https://api.spotify.com/v1/audio-analysis/6u7jPi22kF8CTQ3rb9DHE7,157067,4
American Teen,Khalid,spotify:track:312WNtMs3F28cUukaPY9bo,0.658,0.623,0,-6.934,1,0.0398,0.0683,0,0.321,0.207,100.436,audio_features,312WNtMs3F28cUukaPY9bo,spotify:track:312WNtMs3F28cUukaPY9bo,https://api.spotify.com/v1/tracks/312WNtMs3F28cUukaPY9bo,https://api.spotify.com/v1/audio-analysis/312WNtMs3F28cUukaPY9bo,250747,4
SOS,Avicii,spotify:track:6nDKrPlXdpomGBgAlO7UdP,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,audio_features,6nDKrPlXdpomGBgAlO7UdP,spotify:track:6nDKrPlXdpomGBgAlO7UdP,https://api.spotify.com/v1/tracks/6nDKrPlXdpomGBgAlO7UdP,https://api.spotify.com/v1/audio-analysis/6nDKrPlXdpomGBgAlO7UdP,157202,4
DEAD TO ME,blackbear,spotify:track:75e5IAhy49eoYHncQNVsh8,0.709,0.713,7,-5.464,0,0.0936,0.0757,0,0.139,0.227,139.966,audio_features,75e5IAhy49eoYHncQNVsh8,spotify:track:75e5IAhy49eoYHncQNVsh8,https://api.spotify.com/v1/tracks/75e5IAhy49eoYHncQNVsh8,https://api.spotify.com/v1/audio-analysis/75e5IAhy49eoYHncQNVsh8,180576,4
Back To Love,Chris Brown,spotify:track:6msZFCM1qdeGd4ihdDy5D4,0.774,0.821,5,-5.027,0,0.0437,0.152,0.00032,0.138,0.617,122.974,audio_features,6msZFCM1qdeGd4ihdDy5D4,spotify:track:6msZFCM1qdeGd4ihdDy5D4,https://api.spotify.com/v1/tracks/6msZFCM1qdeGd4ihdDy5D4,https://api.spotify.com/v1/audio-analysis/6msZFCM1qdeGd4ihdDy5D4,221719,4
Fuck It Off (feat. Chris Brown),Tee Grizzley,spotify:track:3jGYpYY6jm48GArqKDnuwG,0.801,0.578,1,-7.148,1,0.201,0.0728,0,0.185,0.126,100.032,audio_features,3jGYpYY6jm48GArqKDnuwG,spotify:track:3jGYpYY6jm48GArqKDnuwG,https://api.spotify.com/v1/tracks/3jGYpYY6jm48GArqKDnuwG,https://api.spotify.com/v1/audio-analysis/3jGYpYY6jm48GArqKDnuwG,147600,4
Khapta,Heuss L'enfoiré,spotify:track:6stxV2bl7xSiPUornxwyNR,0.811,0.692,4,-2.836,0,0.105,0.00937,0,0.0598,0.817,125.009,audio_features,6stxV2bl7xSiPUornxwyNR,spotify:track:6stxV2bl7xSiPUornxwyNR,https://api.spotify.com/v1/tracks/6stxV2bl7xSiPUornxwyNR,https://api.spotify.com/v1/audio-analysis/6stxV2bl7xSiPUornxwyNR,162907,4
Location (feat. Burna Boy),Dave,spotify:track:3z4CGd63tpUn9a6oQSG0CI,0.812,0.496,9,-5.969,0,0.297,0.271,0,0.0955,0.55,109.979,audio_features,3z4CGd63tpUn9a6oQSG0CI,spotify:track:3z4CGd63tpUn9a6oQSG0CI,https://api.spotify.com/v1/tracks/3z4CGd63tpUn9a6oQSG0CI,https://api.spotify.com/v1/audio-analysis/3z4CGd63tpUn9a6oQSG0CI,241293,4
Me & U,Cassie,spotify:track:7k6IzwMGpxnRghE7YosnXT,0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,99.99,audio_features,7k6IzwMGpxnRghE7YosnXT,spotify:track:7k6IzwMGpxnRghE7YosnXT,https://api.spotify.com/v1/tracks/7k6IzwMGpxnRghE7YosnXT,https://api.spotify.com/v1/audio-analysis/7k6IzwMGpxnRghE7YosnXT,192213,4
All Falls Down,Kanye West,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,audio_features,5SkRLpaGtvYPhw02vZhQQ9,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,https://api.spotify.com/v1/tracks/5SkRLpaGtvYPhw02vZhQQ9,https://api.spotify.com/v1/audio-analysis/5SkRLpaGtvYPhw02vZhQQ9,223507,4
Too Deep,dvsn,spotify:track:3uSSjnDMmoyERaAK9KvpJR,0.616,0.243,9,-13.975,1,0.103,0.284,0.149,0.264,0.56,183.948,audio_features,3uSSjnDMmoyERaAK9KvpJR,spotify:track:3uSSjnDMmoyERaAK9KvpJR,https://api.spotify.com/v1/tracks/3uSSjnDMmoyERaAK9KvpJR,https://api.spotify.com/v1/audio-analysis/3uSSjnDMmoyERaAK9KvpJR,200223,4
Morning After,dvsn,spotify:track:32cHleNk6n0RIVJMF4Q8LU,0.668,0.504,4,-9.193,0,0.0382,0.00959,5.91e-06,0.0992,0.154,119.99,audio_features,32cHleNk6n0RIVJMF4Q8LU,spotify:track:32cHleNk6n0RIVJMF4Q8LU,https://api.spotify.com/v1/tracks/32cHleNk6n0RIVJMF4Q8LU,https://api.spotify.com/v1/audio-analysis/32cHleNk6n0RIVJMF4Q8LU,269973,4
P.O.V.,dvsn,spotify:track:600OCZ1UO4sMpHO3F1E2jb,0.812,0.341,6,-8.688,0,0.0452,0.03,0.00729,0.13,0.119,100.014,audio_features,600OCZ1UO4sMpHO3F1E2jb,spotify:track:600OCZ1UO4sMpHO3F1E2jb,https://api.spotify.com/v1/tracks/600OCZ1UO4sMpHO3F1E2jb,https://api.spotify.com/v1/audio-analysis/600OCZ1UO4sMpHO3F1E2jb,216000,4
You Do,dvsn,spotify:track:4c6cD1QB86VXMd45ViaiYx,0.587,0.2,7,-14.101,1,0.0625,0.634,0.0402,0.11,0.219,79.879,audio_features,4c6cD1QB86VXMd45ViaiYx,spotify:track:4c6cD1QB86VXMd45ViaiYx,https://api.spotify.com/v1/tracks/4c6cD1QB86VXMd45ViaiYx,https://api.spotify.com/v1/audio-analysis/4c6cD1QB86VXMd45ViaiYx,254000,4
Girls Need Love (with Drake) - Remix,Summer Walker,spotify:track:0mfCH4nfpshBQR9ueZP5eP,0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,audio_features,0mfCH4nfpshBQR9ueZP5eP,spotify:track:0mfCH4nfpshBQR9ueZP5eP,https://api.spotify.com/v1/tracks/0mfCH4nfpshBQR9ueZP5eP,https://api.spotify.com/v1/audio-analysis/0mfCH4nfpshBQR9ueZP5eP,222374,4
Price On My Head (feat. The Weeknd),NAV,spotify:track:4RbbzNY4MEcgzewYWkIsGu,0.768,0.574,6,-6.104,0,0.136,0.384,1.65e-05,0.336,0.278,74.949,audio_features,4RbbzNY4MEcgzewYWkIsGu,spotify:track:4RbbzNY4MEcgzewYWkIsGu,https://api.spotify.com/v1/tracks/4RbbzNY4MEcgzewYWkIsGu,https://api.spotify.com/v1/audio-analysis/4RbbzNY4MEcgzewYWkIsGu,217776,4
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,spotify:track:7Ed6BkggCS2KaKY5YlINaF,0.613,0.842,10,-4.332,0,0.219,0.0157,0,0.23,0.645,169.917,audio_features,7Ed6BkggCS2KaKY5YlINaF,spotify:track:7Ed6BkggCS2KaKY5YlINaF,https://api.spotify.com/v1/tracks/7Ed6BkggCS2KaKY5YlINaF,https://api.spotify.com/v1/audio-analysis/7Ed6BkggCS2KaKY5YlINaF,238726,4
My Year,GASHI,spotify:track:6MDjeiUWPPgEwLtiBrr9he,0.842,0.808,11,-3.243,0,0.0491,0.206,0,0.258,0.705,145.03,audio_features,6MDjeiUWPPgEwLtiBrr9he,spotify:track:6MDjeiUWPPgEwLtiBrr9he,https://api.spotify.com/v1/tracks/6MDjeiUWPPgEwLtiBrr9he,https://api.spotify.com/v1/audio-analysis/6MDjeiUWPPgEwLtiBrr9he,190345,4
Rock Your Body,Burna Boy,spotify:track:4LbEUmACVAFj8e0WrMUdlN,0.801,0.623,0,-7.861,1,0.0982,0.107,0.00396,0.0853,0.801,104.985,audio_features,4LbEUmACVAFj8e0WrMUdlN,spotify:track:4LbEUmACVAFj8e0WrMUdlN,https://api.spotify.com/v1/tracks/4LbEUmACVAFj8e0WrMUdlN,https://api.spotify.com/v1/audio-analysis/4LbEUmACVAFj8e0WrMUdlN,221228,4
Giddem,Burna Boy,spotify:track:55ylfI9v88iPOCgjAAdwMe,0.785,0.777,7,-6.211,1,0.248,0.0697,0,0.155,0.396,96.88,audio_features,55ylfI9v88iPOCgjAAdwMe,spotify:track:55ylfI9v88iPOCgjAAdwMe,https://api.spotify.com/v1/tracks/55ylfI9v88iPOCgjAAdwMe,https://api.spotify.com/v1/audio-analysis/55ylfI9v88iPOCgjAAdwMe,211832,4
Devil in California,Burna Boy,spotify:track:39GdQUHeQwpwyvmyXwv5Dq,0.52,0.538,8,-8.747,0,0.221,0.602,0,0.177,0.546,127.425,audio_features,39GdQUHeQwpwyvmyXwv5Dq,spotify:track:39GdQUHeQwpwyvmyXwv5Dq,https://api.spotify.com/v1/tracks/39GdQUHeQwpwyvmyXwv5Dq,https://api.spotify.com/v1/audio-analysis/39GdQUHeQwpwyvmyXwv5Dq,195075,4
Legends,Juice WRLD,spotify:track:1Knctxx9vGZxpZfF66BIEa,0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,audio_features,1Knctxx9vGZxpZfF66BIEa,spotify:track:1Knctxx9vGZxpZfF66BIEa,https://api.spotify.com/v1/tracks/1Knctxx9vGZxpZfF66BIEa,https://api.spotify.com/v1/audio-analysis/1Knctxx9vGZxpZfF66BIEa,191840,4
Outside (feat. Mabel),Burna Boy,spotify:track:2NJyB8rLI3FQe73loSmYeu,0.592,0.666,9,-6.956,0,0.11,0.625,0,0.275,0.699,169.948,audio_features,2NJyB8rLI3FQe73loSmYeu,spotify:track:2NJyB8rLI3FQe73loSmYeu,https://api.spotify.com/v1/tracks/2NJyB8rLI3FQe73loSmYeu,https://api.spotify.com/v1/audio-analysis/2NJyB8rLI3FQe73loSmYeu,218250,3
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,spotify:track:6ya8ejoKgw906Y8LWclqrp,0.671,0.833,5,-5.152,0,0.395,0.0825,0,0.0726,0.702,79.351,audio_features,6ya8ejoKgw906Y8LWclqrp,spotify:track:6ya8ejoKgw906Y8LWclqrp,https://api.spotify.com/v1/tracks/6ya8ejoKgw906Y8LWclqrp,https://api.spotify.com/v1/audio-analysis/6ya8ejoKgw906Y8LWclqrp,233278,4
Murder On My Mind,YNW Melly,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,audio_features,7eBqSVxrzQZtK2mmgRG6lC,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,https://api.spotify.com/v1/tracks/7eBqSVxrzQZtK2mmgRG6lC,https://api.spotify.com/v1/audio-analysis/7eBqSVxrzQZtK2mmgRG6lC,268434,4
Thotiana,Blueface,spotify:track:3oh6SCCeLuXhFpEyepla6G,0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,audio_features,3oh6SCCeLuXhFpEyepla6G,spotify:track:3oh6SCCeLuXhFpEyepla6G,https://api.spotify.com/v1/tracks/3oh6SCCeLuXhFpEyepla6G,https://api.spotify.com/v1/audio-analysis/3oh6SCCeLuXhFpEyepla6G,129264,4
Envy Me,Calboy,spotify:track:05t7JMip6JrLuSrMV5yYjX,0.556,0.481,11,-7.663,1,0.313,0.282,0,0.216,0.581,149.025,audio_features,05t7JMip6JrLuSrMV5yYjX,spotify:track:05t7JMip6JrLuSrMV5yYjX,https://api.spotify.com/v1/tracks/05t7JMip6JrLuSrMV5yYjX,https://api.spotify.com/v1/audio-analysis/05t7JMip6JrLuSrMV5yYjX,120137,4
Happier,Marshmello,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,214290,4
